vehicle id,anaysis_travel_distance,anaysis_travel_time
138,11.4,12.4
139,11.4,12.4
140,11.4,12.5
141,11.4,12.4
142,11.4,12.4
143,11.4,12.4
144,11.4,12.5
145,11.4,12.5
146,11.4,12.5
147,11.4,12.4
148,11.4,12.4
149,11.4,12.5
150,11.4,12.5
151,11.4,12.5
152,11.4,12.5
153,11.4,12.5
154,11.4,12.5
155,11.4,12.5
156,11.4,12.5
157,11.4,12.5
158,11.4,12.6
159,11.4,12.5
160,11.4,12.5
161,11.4,12.5
162,11.4,12.6
163,11.4,12.6
164,11.4,12.6
165,11.4,12.5
166,11.4,12.5
167,11.4,12.6
168,11.4,12.6
169,11.4,12.6
170,11.4,12.6
171,11.4,12.6
172,11.4,12.6
173,11.4,12.6
174,11.4,12.6
175,11.4,12.6
176,11.4,12.7
177,11.4,12.6
178,11.4,12.6
179,11.4,12.6
180,11.4,12.7
181,11.4,12.7
182,11.4,12.7
183,11.4,12.6
184,11.4,12.6
185,11.4,12.7
186,11.4,12.7
187,11.4,12.7
188,11.4,12.7
189,11.4,12.7
190,11.4,12.7
191,11.4,12.7
192,11.4,12.7
193,11.4,12.7
194,11.4,12.8
195,11.4,12.7
196,11.4,12.7
197,11.4,12.7
198,11.4,12.8
199,11.4,12.8
200,11.4,12.8
201,11.4,12.7
202,11.4,12.7
203,11.4,12.8
204,11.4,12.8
205,11.4,12.8
206,11.4,12.8
207,11.4,12.8
208,11.4,12.8
209,11.4,12.8
210,11.4,12.8
211,11.4,12.8
212,11.4,12.9
213,11.4,12.8
214,11.4,12.8
215,11.4,12.8
216,11.4,12.9
217,11.4,12.9
218,11.4,12.9
219,11.4,12.8
220,11.4,12.8
221,11.4,12.9
222,11.4,12.9
223,11.4,12.9
224,11.4,12.9
225,11.4,12.9
226,11.4,12.9
227,11.4,12.9
228,11.4,12.9
229,11.4,12.9
230,11.4,13.0
231,11.4,12.9
232,11.4,12.9
233,11.4,12.9
234,11.4,13.0
235,11.4,13.0
236,11.4,13.0
237,11.4,12.9
238,11.4,12.9
239,11.4,13.0
240,11.4,13.0
241,11.4,13.0
242,11.4,13.0
243,11.4,13.0
244,11.4,13.0
245,11.4,13.0
246,11.4,13.0
247,11.4,13.0
248,11.4,13.1
249,11.4,13.0
250,11.4,13.0
251,11.4,13.0
252,11.4,13.1
253,11.4,13.1
254,11.4,13.1
255,11.4,13.0
256,11.4,13.0
257,11.4,13.1
258,11.4,13.1
259,11.4,13.1
260,11.4,13.1
261,11.4,13.1
262,11.4,13.1
263,11.4,13.1
264,11.4,13.1
265,11.4,13.1
266,11.4,13.2
267,11.4,13.1
268,11.4,13.1
269,11.4,13.1
270,11.4,13.2
271,11.4,13.2
272,11.4,13.2
273,11.4,13.1
274,11.4,13.1
275,11.4,13.2
276,11.4,13.2
277,11.4,13.2
278,11.4,13.2
279,11.4,13.2
280,11.4,13.2
281,11.4,13.2
282,11.4,13.2
283,11.4,13.2
284,11.4,13.3
285,11.4,13.2
286,11.4,13.2
287,11.4,13.2
288,11.4,13.3
289,11.4,13.3
290,11.4,13.3
291,11.4,13.2
292,11.4,13.2
293,11.4,13.3
294,11.4,13.3
295,11.4,13.3
296,11.4,13.3
297,11.4,13.3
298,11.4,13.3
299,11.4,13.3
300,11.4,13.3
301,11.4,13.3
302,11.4,13.4
303,11.4,13.3
304,11.4,13.3
305,11.4,13.3
306,11.4,13.4
307,11.4,13.4
308,11.4,13.4
309,11.4,13.3
310,11.4,13.3
311,11.4,13.4
312,11.4,13.4
313,11.4,13.4
314,11.4,13.4
315,11.4,13.4
316,11.4,13.4
317,11.4,13.4
318,11.4,13.4
319,11.4,13.4
320,11.4,13.5
321,11.4,13.4
322,11.4,13.4
323,11.4,13.4
324,11.4,13.5
325,11.4,13.5
326,11.4,13.5
327,11.4,13.4
328,11.4,13.4
329,11.4,13.5
330,11.4,13.5
331,11.4,13.5
332,11.4,13.5
333,11.4,13.5
334,11.4,13.5
335,11.4,13.5
336,11.4,13.5
337,11.4,13.5
338,11.4,13.6
339,11.4,13.5
340,11.4,13.5
341,11.4,13.5
342,11.4,13.6
343,11.4,13.6
344,11.4,13.6
345,11.4,13.5
346,11.4,13.5
347,11.4,13.6
348,11.4,13.6
349,11.4,13.6
350,11.4,13.6
351,11.4,13.6
352,11.4,13.6
353,11.4,13.6
354,11.4,13.6
355,11.4,13.6
356,11.4,13.7
357,11.4,13.6
358,11.4,13.6
359,11.4,13.6
360,11.4,13.7
361,11.4,13.7
362,11.4,13.7
363,11.4,13.6
364,11.4,13.6
365,11.4,13.7
366,11.4,13.7
367,11.4,13.7
368,11.4,13.7
369,11.4,13.7
370,11.4,13.7
371,11.4,13.7
372,11.4,13.7
373,11.4,13.7
374,11.4,13.8
375,11.4,13.7
376,11.4,13.7
377,11.4,13.7
378,11.4,13.8
379,11.4,13.8
380,11.4,13.8
381,11.4,13.7
382,11.4,13.7
383,11.4,13.8
384,11.4,13.8
385,11.4,13.8
386,11.4,13.8
387,11.4,13.8
388,11.4,13.8
389,11.4,13.8
390,11.4,13.8
391,11.4,13.8
392,11.4,13.9
393,11.4,13.8
394,11.4,13.8
395,11.4,13.8
396,11.4,13.9
397,11.4,13.9
398,11.4,13.9
399,11.4,13.8
400,11.4,13.8
401,11.4,13.9
402,11.4,13.9
403,11.4,13.9
404,11.4,13.9
405,11.4,13.9
406,11.4,13.9
407,11.4,13.9
408,11.4,13.9
409,11.4,13.9
410,11.4,14.0
411,11.4,13.9
412,11.4,13.9
413,11.4,13.9
414,11.4,14.0
415,11.4,14.0
416,11.4,14.0
417,11.4,13.9
418,11.4,13.9
419,11.4,14.0
420,11.4,14.0
421,11.4,14.0
422,11.4,14.0
423,11.4,14.0
424,11.4,14.0
425,11.4,14.0
426,11.4,14.0
427,11.4,14.0
428,11.4,14.1
429,11.4,14.0
430,11.4,14.0
431,11.4,14.0
432,11.4,14.1
433,11.4,14.1
434,11.4,14.1
435,11.4,14.0
436,11.4,14.0
437,11.4,14.1
438,11.4,14.1
439,11.4,14.1
440,11.4,14.1
441,11.4,14.1
442,11.4,14.1
443,11.4,14.1
444,11.4,14.1
445,11.4,14.1
446,11.4,14.2
447,11.4,14.1
448,11.4,14.1
449,11.4,14.1
450,11.4,14.2
451,11.4,14.2
452,11.4,14.2
453,11.4,14.1
454,11.4,14.1
455,11.4,14.2
456,11.4,14.2
457,11.4,14.2
458,11.4,14.2
459,11.4,14.2
460,11.4,14.2
461,11.4,14.2
462,11.4,14.2
463,11.4,14.2
464,11.4,14.3
465,11.4,14.2
466,11.4,14.2
467,11.4,14.2
468,11.4,14.3
469,11.4,14.3
470,11.4,14.3
471,11.4,14.2
472,11.4,14.2
473,11.4,14.3
474,11.4,14.3
475,11.4,14.3
476,11.4,14.3
477,11.4,14.3
478,11.4,14.3
479,11.4,14.3
480,11.4,14.3
481,11.4,14.3
482,11.4,14.4
483,11.4,14.3
484,11.4,14.3
485,11.4,14.3
486,11.4,14.4
487,11.4,14.4
488,11.4,14.4
489,11.4,14.3
490,11.4,14.3
491,11.4,14.4
492,11.4,14.4
493,11.4,14.4
494,11.4,14.4
495,11.4,14.4
496,11.4,14.4
497,11.4,14.4
498,11.4,14.4
499,11.4,14.4
500,11.4,14.5
501,11.4,14.4
502,11.4,14.4
503,11.4,14.4
504,11.4,14.5
505,11.4,14.5
506,11.4,14.5
507,11.4,14.4
508,11.4,14.4
509,11.4,14.5
510,12.4,19.5
511,12.4,19.5
512,11.4,14.5
513,11.4,14.4
514,12.4,19.4
515,12.4,19.4
516,11.4,14.4
517,12.4,19.6
518,12.4,19.6
519,11.4,14.4
520,11.4,14.4
521,12.4,19.7
522,12.4,19.7
523,11.4,14.4
524,11.4,14.4
525,12.4,19.6
526,12.4,19.7
527,11.4,14.3
528,11.4,14.4
529,12.4,19.8
530,12.4,19.8
531,11.4,14.3
532,11.4,14.3
533,12.4,19.7
534,11.4,14.3
535,11.4,14.4
536,12.4,19.8
537,12.4,19.8
538,11.4,14.3
539,11.4,14.3
540,12.4,19.8
541,12.4,19.8
542,11.4,14.3
543,11.4,14.2
544,12.4,19.8
545,12.4,19.9
546,11.4,14.3
547,11.4,14.3
548,12.4,19.9
549,12.4,19.9
550,11.4,14.2
551,12.4,19.9
552,12.4,19.9
553,11.4,14.2
554,11.4,14.3
555,12.4,19.9
556,12.4,19.9
557,11.4,14.2
558,11.4,14.2
559,12.4,20.0
560,12.4,20.0
561,11.4,14.1
562,11.4,14.1
563,12.4,19.9
564,12.4,20.1
565,11.4,14.2
566,11.4,14.2
567,12.4,20.1
568,11.4,14.1
569,11.4,14.1
570,12.4,20.1
571,12.4,20.1
572,11.4,14.2
573,11.4,14.1
574,12.4,20.1
575,12.4,20.1
576,11.4,14.1
577,11.4,14.1
578,12.4,20.2
579,12.4,20.1
580,11.4,14.0
581,11.4,14.1
582,12.4,20.1
583,11.4,14.1
584,11.4,14.1
585,12.4,20.2
586,12.4,20.3
587,11.4,14.0
588,11.4,14.1
589,12.4,20.3
590,12.4,20.4
591,11.4,14.0
592,11.4,14.0
593,12.4,20.3
594,12.4,20.4
595,11.4,14.0
596,11.4,14.0
597,12.4,20.3
598,12.4,20.3
599,11.4,14.0
600,12.4,20.4
601,12.4,20.5
602,11.4,14.0
603,11.4,13.9
604,12.4,20.5
605,12.4,20.5
606,11.4,13.9
607,11.4,14.0
608,12.4,20.6
609,12.4,20.5
610,11.4,13.9
611,11.4,13.9
612,12.4,20.6
613,12.4,20.7
614,11.4,13.9
615,11.4,13.8
616,12.4,20.6
617,11.4,13.9
618,11.4,13.9
619,12.4,20.6
620,12.4,20.7
621,11.4,13.8
622,11.4,13.8
623,12.4,20.7
624,12.4,20.7
625,11.4,13.9
626,11.4,13.9
627,12.4,20.7
628,12.4,20.7
629,11.4,13.8
630,11.4,13.8
631,12.4,20.8
632,12.4,20.8
633,11.4,13.7
634,12.4,20.7
635,12.4,20.8
636,11.4,13.8
637,11.4,13.8
638,12.4,20.8
639,12.4,20.8
640,11.4,13.7
641,11.4,13.7
642,12.4,20.9
643,12.4,20.9
644,11.4,13.8
645,11.4,13.7
646,12.4,20.8
647,12.4,20.9
648,11.4,13.7
649,11.4,13.7
650,12.4,20.9
651,11.4,13.6
652,11.4,13.7
653,12.4,20.8
654,12.4,20.9
655,11.4,13.7
656,11.4,13.7
657,12.4,20.8
658,12.4,21.0
659,11.4,13.6
660,8.4,12.5
661,12.4,21.0
662,12.4,21.0
663,11.4,13.6
664,11.4,13.6
665,12.4,21.1
666,12.4,21.1
667,11.4,13.6
668,12.4,21.1
669,12.4,21.1
670,11.4,13.5
671,8.4,12.4
672,12.4,21.1
673,12.4,21.1
674,11.4,13.5
675,11.4,13.5
676,12.4,21.1
677,12.4,21.2
678,11.4,13.5
679,11.4,13.5
680,12.4,21.2
681,12.4,21.2
682,11.4,13.4
683,12.4,21.2
684,8.4,12.5
685,11.4,13.5
686,11.4,13.5
687,12.4,21.2
688,8.4,12.4
689,11.4,13.4
690,8.4,12.5
691,12.4,21.2
692,8.4,12.5
693,11.4,13.3
694,8.4,12.4
695,12.4,21.1
696,8.4,12.5
697,11.4,13.3
698,11.4,13.4
699,12.4,21.1
700,8.4,12.4
701,11.4,13.3
702,12.4,21.1
703,12.4,21.2
704,11.4,13.3
705,11.4,13.2
706,8.4,12.4
707,8.4,12.4
708,11.4,13.3
709,8.4,12.5
710,12.4,21.2
711,12.4,21.2
712,8.4,12.4
713,11.4,13.2
714,12.4,21.2
715,12.4,21.3
716,11.4,13.2
717,12.4,21.2
718,12.4,21.2
719,11.4,13.1
720,11.4,13.1
721,12.4,21.3
722,12.4,21.3
723,11.4,13.1
724,11.4,13.1
725,12.4,21.3
726,12.4,21.3
727,11.4,13.1
728,11.4,13.1
729,12.4,21.3
730,8.4,12.4
731,11.4,13.1
732,11.4,13.1
733,12.4,21.3
734,11.4,13.1
735,11.4,13.0
736,12.4,21.3
737,12.4,21.3
738,11.4,13.0
739,11.4,13.1
740,12.4,21.4
741,12.4,21.3
742,11.4,13.0
743,11.4,13.0
744,12.4,21.3
745,12.4,21.4
746,11.4,13.0
747,8.4,12.4
748,8.4,12.4
749,12.4,21.3
750,8.4,12.5
751,12.4,21.4
752,8.4,12.5
753,11.4,12.9
754,11.4,12.9
755,12.4,21.4
756,12.4,21.4
757,8.4,12.5
758,11.4,12.9
759,12.4,21.4
760,12.4,21.4
761,11.4,12.8
762,11.4,12.8
763,12.4,21.4
764,12.4,21.5
765,11.4,12.8
766,8.4,12.4
767,8.4,12.4
768,11.4,12.8
769,11.4,12.8
770,12.4,21.4
771,12.4,21.5
772,11.4,12.7
773,11.4,12.8
774,12.4,21.5
775,12.4,21.6
776,11.4,12.8
777,8.4,12.4
778,12.4,21.5
779,8.4,12.4
780,8.4,12.5
781,11.4,12.7
782,12.4,21.6
783,11.4,12.6
784,11.4,12.6
785,12.4,21.5
786,12.4,21.5
787,11.4,12.7
788,8.4,12.5
789,12.4,21.5
790,8.4,12.4
791,11.4,12.6
792,11.4,12.6
793,12.4,21.5
794,12.4,21.5
795,11.4,12.5
796,11.4,12.6
797,8.4,12.4
798,8.4,12.5
799,11.4,12.6
800,12.4,21.5
801,12.4,21.4
802,11.4,12.5
803,11.4,12.5
804,12.4,21.4
805,12.4,21.5
806,11.4,12.5
807,11.4,12.5
808,12.4,21.4
809,12.4,21.4
810,11.4,12.5
811,11.4,12.5
812,12.4,21.5
813,12.4,21.4
814,11.4,12.4
815,11.4,12.5
816,12.4,21.4
817,8.4,12.5
818,11.4,12.5
819,8.4,12.4
820,12.4,21.4
821,11.4,12.4
822,11.4,12.4
823,12.4,21.4
824,12.4,21.4
825,11.4,12.3
826,8.4,12.4
827,12.4,21.4
828,12.4,21.4
829,11.4,12.4
830,11.4,12.4
831,12.4,21.3
832,12.4,21.4
833,11.4,12.3
834,8.4,12.5
835,12.4,21.4
836,8.4,12.5
837,11.4,12.2
838,8.4,12.4
839,12.4,21.3
840,11.4,12.3
841,11.4,12.3
842,8.4,12.5
843,12.4,21.3
844,8.4,12.4
845,11.4,12.2
846,8.4,12.5
847,8.4,12.5
848,11.4,12.2
849,8.4,12.4
850,12.4,21.2
851,11.4,12.1
852,11.4,12.2
853,12.4,21.2
854,12.4,21.3
855,8.4,12.4
856,11.4,12.1
857,12.4,21.2
858,12.4,21.2
859,11.4,12.1
860,11.4,12.1
861,12.4,21.2
862,12.4,21.2
863,11.4,12.1
864,8.4,12.5
865,12.4,21.2
866,11.4,12.1
867,11.4,12.0
868,12.4,21.2
869,12.4,21.2
870,11.4,12.0
871,11.4,12.0
872,8.4,12.5
873,12.4,21.1
874,11.4,12.0
875,11.4,12.0
876,12.4,21.2
877,8.4,12.5
878,11.4,12.0
879,11.4,11.9
880,12.4,21.1
881,12.4,21.1
882,8.4,12.5
883,12.4,21.2
884,12.4,21.2
885,11.4,11.9
886,8.4,12.4
887,8.4,12.4
888,12.4,21.1
889,11.4,11.9
890,11.4,11.9
891,12.4,21.1
892,12.4,21.1
893,11.4,11.8
894,11.4,11.8
895,12.4,21.1
896,12.4,21.2
897,11.4,11.8
898,11.4,11.8
899,12.4,21.1
900,8.4,12.5
901,8.4,12.5
902,12.4,21.1
903,8.4,12.4
904,8.4,12.4
905,8.4,12.4
906,12.4,21.1
907,12.4,21.1
908,11.4,11.7
909,11.4,11.6
910,12.4,21.0
911,12.4,21.1
912,11.4,11.7
913,8.4,12.5
914,12.4,21.1
915,12.4,21.0
916,11.4,11.6
917,12.4,21.1
918,12.4,21.1
919,11.4,11.7
920,11.4,11.7
921,12.4,21.0
922,12.4,21.1
923,11.4,11.6
924,11.4,11.7
925,12.4,21.1
926,8.4,12.5
927,11.4,11.6
928,11.4,11.6
929,12.4,21.0
930,12.4,21.1
931,11.4,11.7
932,11.4,11.7
933,12.4,21.0
934,8.4,12.4
935,11.4,11.6
936,12.4,21.0
937,12.4,21.1
938,8.4,12.5
939,8.4,12.5
940,8.4,12.5
941,12.4,21.0
942,11.4,11.7
943,8.4,12.5
944,12.4,21.0
945,12.4,21.0
946,8.4,12.4
947,11.4,11.6
948,12.4,21.0
949,8.4,12.7
950,11.4,11.7
951,12.4,20.9
952,12.4,21.0
953,11.4,11.6
954,11.4,11.7
955,12.4,21.0
956,12.4,21.0
957,11.4,11.6
958,8.4,12.5
959,12.4,21.0
960,12.4,21.0
961,11.4,11.7
962,11.4,11.7
963,12.4,20.9
964,12.4,21.0
965,11.4,11.6
966,12.4,21.0
967,12.4,21.0
968,8.4,12.6
969,11.4,11.6
970,12.4,21.0
971,8.4,12.5
972,11.4,11.7
973,8.4,12.7
974,12.4,21.0
975,12.4,20.9
976,11.4,11.6
977,8.4,12.6
978,12.4,21.0
979,12.4,21.0
980,11.4,11.7
981,11.4,11.6
982,8.4,12.6
983,11.4,11.6
984,11.4,11.7
985,12.4,20.9
986,12.4,21.0
987,11.4,11.6
988,11.4,11.6
989,12.4,20.9
990,8.4,12.7
991,11.4,11.7
992,11.4,11.7
993,12.4,20.8
994,12.4,20.9
995,11.4,11.6
996,8.4,12.8
997,8.4,12.8
998,12.4,20.9
999,11.4,11.6
1000,12.4,20.8
1001,12.4,20.9
1002,8.4,12.7
1003,8.4,12.8
1004,12.4,20.9
1005,12.4,20.8
1006,8.4,12.7
1007,11.4,11.6
1008,12.4,20.9
1009,12.4,20.9
1010,11.4,11.7
1011,11.4,11.6
1012,12.4,20.8
1013,12.4,20.9
1014,11.4,11.7
1015,11.4,11.7
1016,12.4,20.9
1017,11.4,11.6
1018,8.4,12.7
1019,12.4,20.8
1020,8.4,12.9
1021,8.4,12.9
1022,8.4,12.9
1023,12.4,20.8
1024,12.4,20.8
1025,11.4,11.6
1026,11.4,11.7
1027,8.4,12.9
1028,12.4,20.8
1029,8.4,12.8
1030,11.4,11.6
1031,12.4,20.8
1032,12.4,20.8
1033,11.4,11.7
1034,12.4,20.8
1035,8.4,12.8
1036,11.4,11.6
1037,11.4,11.6
1038,12.4,20.8
1039,12.4,20.8
1040,8.4,12.9
1041,11.4,11.6
1042,12.4,20.7
1043,12.4,20.8
1044,8.4,13.0
1045,8.4,13.0
1046,8.4,13.1
1047,12.4,20.7
1048,11.4,11.6
1049,11.4,11.6
1050,12.4,20.7
1051,11.4,11.7
1052,11.4,11.7
1053,12.4,20.7
1054,12.4,20.7
1055,8.4,12.9
1056,11.4,11.7
1057,12.4,20.7
1058,12.4,20.8
1059,8.4,12.9
1060,8.4,13.0
1061,12.4,20.7
1062,12.4,20.7
1063,11.4,11.7
1064,11.4,11.7
1065,8.4,13.0
1066,8.4,13.0
1067,11.4,11.6
1068,12.4,20.6
1069,12.4,20.6
1070,11.4,11.7
1071,8.4,13.1
1072,12.4,20.5
1073,12.4,20.6
1074,11.4,11.7
1075,8.4,13.1
1076,12.4,20.6
1077,8.4,13.1
1078,11.4,11.6
1079,11.4,11.6
1080,12.4,20.6
1081,12.4,20.6
1082,11.4,11.7
1083,12.4,20.6
1084,8.4,13.1
1085,11.4,11.6
1086,11.4,11.7
1087,12.4,20.6
1088,12.4,20.6
1089,11.4,11.6
1090,11.4,11.6
1091,12.4,20.6
1092,8.4,13.2
1093,11.4,11.7
1094,8.4,13.3
1095,8.4,13.2
1096,12.4,20.5
1097,11.4,11.6
1098,11.4,11.7
1099,12.4,20.6
1100,11.4,11.7
1101,11.4,11.6
1102,12.4,20.5
1103,12.4,20.6
1104,11.4,11.7
1105,11.4,11.7
1106,12.4,20.6
1107,12.4,20.5
1108,11.4,11.6
1109,11.4,11.6
1110,12.4,20.6
1111,12.4,20.6
1112,11.4,11.7
1113,11.4,11.6
1114,12.4,20.6
1115,12.4,20.6
1116,11.4,11.7
1117,12.4,20.7
1118,12.4,20.7
1119,8.4,13.1
1120,11.4,11.6
1121,8.4,13.2
1122,12.4,20.6
1123,11.4,11.7
1124,11.4,11.7
1125,12.4,20.6
1126,8.4,13.1
1127,8.4,13.1
1128,8.4,13.3
1129,8.4,13.3
1130,12.4,20.6
1131,11.4,11.6
1132,8.4,13.2
1133,12.4,20.6
1134,11.4,11.7
1135,11.4,11.7
1136,12.4,20.6
1137,12.4,20.6
1138,11.4,11.6
1139,11.4,11.6
1140,12.4,20.6
1141,8.4,13.4
1142,11.4,11.7
1143,11.4,11.6
1144,12.4,20.6
1145,12.4,20.6
1146,11.4,11.7
1147,11.4,11.7
1148,12.4,20.6
1149,11.4,11.6
1150,8.4,13.2
1151,12.4,20.6
1152,12.4,20.6
1153,11.4,11.7
1154,11.4,11.7
1155,12.4,20.6
1156,12.4,20.6
1157,8.4,13.2
1158,11.4,11.7
1159,12.4,20.7
1160,12.4,20.7
1161,8.4,13.2
1162,11.4,11.6
1163,12.4,20.6
1164,8.4,13.4
1165,11.4,11.7
1166,12.4,20.7
1167,12.4,20.6
1168,11.4,11.6
1169,11.4,11.6
1170,12.4,20.7
1171,8.4,13.4
1172,8.4,13.4
1173,11.4,11.6
1174,12.4,20.6
1175,12.4,20.7
1176,11.4,11.7
1177,11.4,11.7
1178,8.4,13.4
1179,8.4,13.3
1180,11.4,11.6
1181,8.4,13.4
1182,12.4,20.6
1183,11.4,11.7
1184,11.4,11.7
1185,12.4,20.5
1186,12.4,20.6
1187,11.4,11.6
1188,11.4,11.7
1189,12.4,20.6
1190,12.4,20.7
1191,11.4,11.6
1192,11.4,11.6
1193,12.4,20.6
1194,12.4,20.7
1195,8.4,13.4
1196,11.4,11.7
1197,12.4,20.6
1198,8.4,13.4
1199,11.4,11.6
1200,8.4,13.5
1201,12.4,20.6
1202,11.4,11.7
1203,11.4,11.6
1204,12.4,20.6
1205,12.4,20.6
1206,11.4,11.7
1207,11.4,11.7
1208,12.4,20.7
1209,12.4,20.6
1210,11.4,11.6
1211,8.4,13.4
1212,8.4,13.6
1213,12.4,20.7
1214,11.4,11.7
1215,11.4,11.6
1216,12.4,20.6
1217,11.4,11.6
1218,11.4,11.7
1219,12.4,20.6
1220,12.4,20.7
1221,11.4,11.6
1222,11.4,11.6
1223,12.4,20.6
1224,12.4,20.7
1225,11.4,11.7
1226,8.4,13.5
1227,12.4,20.6
1228,8.4,13.4
1229,11.4,11.6
1230,11.4,11.7
1231,12.4,20.7
1232,8.4,13.5
1233,11.4,11.6
1234,12.4,20.6
1235,12.4,20.6
1236,11.4,11.7
1237,11.4,11.7
1238,8.4,13.6
1239,12.4,20.6
1240,11.4,11.6
1241,8.4,13.6
1242,12.4,20.6
1243,12.4,20.7
1244,8.4,13.6
1245,11.4,11.6
1246,8.4,13.5
1247,8.4,13.6
1248,11.4,11.7
1249,12.4,20.6
1250,12.4,20.7
1251,11.4,11.6
1252,11.4,11.6
1253,8.4,13.6
1254,12.4,20.6
1255,11.4,11.7
1256,11.4,11.7
1257,12.4,20.5
1258,12.4,20.6
1259,11.4,11.6
1260,11.4,11.7
1261,12.4,20.6
1262,12.4,20.7
1263,11.4,11.6
1264,11.4,11.6
1265,12.4,20.6
1266,11.4,11.7
1267,11.4,11.7
1268,12.4,20.7
1269,12.4,20.6
1270,11.4,11.6
1271,11.4,11.6
1272,12.4,20.6
1273,12.4,20.7
1274,11.4,11.7
1275,11.4,11.6
1276,12.4,20.6
1277,12.4,20.7
1278,11.4,11.7
1279,11.4,11.7
1280,12.4,20.7
1281,12.4,20.7
1282,11.4,11.6
1283,12.4,20.7
1284,12.4,20.7
1285,11.4,11.7
1286,11.4,11.7
1287,12.4,20.7
1288,12.4,20.7
1289,11.4,11.6
1290,11.4,11.7
1291,12.4,20.8
1292,12.4,20.8
1293,11.4,11.6
1294,11.4,11.6
1295,12.4,20.8
1296,12.4,20.8
1297,11.4,11.7
1298,11.4,11.7
1299,12.4,20.7
1300,11.4,11.6
1301,11.4,11.6
1302,12.4,20.8
1303,12.4,20.8
1304,11.4,11.7
1305,11.4,11.6
1306,12.4,20.8
1307,12.4,20.8
1308,11.4,11.7
1309,11.4,11.7
1310,12.4,20.9
1311,12.4,20.8
1312,11.4,11.6
1313,11.4,11.6
1314,12.4,20.8
1315,12.4,20.9
1316,11.4,11.7
1317,12.4,20.8
1318,12.4,20.9
1319,11.4,11.6
1320,11.4,11.7
1321,12.4,20.9
1322,12.4,21.0
1323,11.4,11.6
1324,11.4,11.6
1325,12.4,20.9
1326,12.4,20.9
1327,11.4,11.7
1328,11.4,11.7
1329,12.4,20.9
1330,12.4,20.9
1331,11.4,11.6
1332,11.4,11.7
1333,12.4,21.0
1334,11.4,11.7
1335,11.4,11.6
1336,12.4,20.9
1337,12.4,21.0
1338,11.4,11.7
1339,11.4,11.7
1340,12.4,21.0
1341,12.4,20.9
1342,11.4,11.6
1343,11.4,11.6
1344,12.4,21.0
1345,12.4,21.0
1346,11.4,11.7
1347,11.4,11.6
1348,12.4,21.0
1349,11.4,11.6
1350,11.4,11.7
1351,12.4,21.0
1352,12.4,21.1
1353,11.4,11.6
1354,11.4,11.6
1355,12.4,21.0
1356,12.4,21.0
1357,11.4,11.7
