vehicle_type,age,OpModeID,meanBaseRate_TotalEnergy_(KJ/hr),meanBaseRate_CO2_(g/hr),meanBaseRate_NOX_(g/hr),meanBaseRate_CO_(g/hr),meanBaseRate_HC_(g/hr),meanBaseRate_PM_(g/hr),meanBaseRate_PM_2.5_(g/hr)
1,8,24,172859,12422.79978,11.7222,104.585,0.712471,,
1,8,25,230681,16578.27407,16.4395,118.694,0.709803,,
1,8,27,304105,21855.01205,25.8859,178.252,1.1217,,
1,8,28,409910,29458.8645,31.3886,283.2,7.38793,,
1,8,29,561579,40358.80966,55.11,599.772,13.1167,,
1,8,30,705222,50681.95297,72.5046,2106.52,21.655,,
1,8,33,138464,9950.945853,6.03681,31.5253,0.362247,,
1,8,35,222029,15956.48368,16.6534,53.8301,0.503044,,
1,8,37,289230,20785.99541,23.2714,79.237,0.644607,,
1,8,38,377141,27103.86577,26.6523,259.571,4.98883,,
1,8,39,502344,36101.78778,39.675,273.89,7.24397,,
1,8,40,640368,46021.1123,49.9701,804.953,9.47112,,
1,9,0,49108.1,3529.235354,1.03266,8.88268,0.360464,,
1,9,1,45430.6,3264.945695,0.437616,1.53363,0.0874338,,
1,9,11,71438.5,5134.046722,1.53115,30.5383,0.245849,,
1,9,12,98643.7,7089.193707,2.33752,49.8563,0.188387,,
1,9,13,137092,9852.344789,5.47208,45.9666,0.35606,,
1,9,14,173224,12449.03112,9.66097,65.9538,0.484333,,
1,9,15,206566,14845.20945,17.1224,95.6388,0.675195,,
1,9,16,249490,17930.01416,35.709,161.373,1.07853,,
1,9,21,97188.1,6984.58459,3.02797,39.8029,0.368011,,
1,9,22,110627,7950.393509,4.91818,52.7366,0.337975,,
1,9,23,134738,9683.170661,7.43522,67.821,0.364372,,
1,9,24,172859,12422.79978,12.5315,99.142,0.695302,,
1,9,25,230681,16578.27407,17.5746,112.517,0.692698,,
1,9,27,304105,21855.01205,27.6731,168.976,1.09467,,
1,9,28,409910,29458.8645,33.0918,283.67,7.41571,,
1,9,29,561579,40358.80966,58.1004,600.768,13.166,,
1,9,30,705222,50681.95297,76.4388,2110.02,21.7364,,
1,9,33,138464,9950.945853,6.45362,29.8847,0.353517,,
1,9,35,222029,15956.48368,17.8033,51.0287,0.490922,,
1,9,37,289230,20785.99541,24.8781,75.1134,0.629074,,
1,9,38,377141,27103.86577,28.0985,260.002,5.00759,,
1,9,39,502344,36101.78778,41.8278,274.345,7.27121,,
1,9,40,640368,46021.1123,52.6815,806.29,9.50673,,
1,10,0,49108.1,3529.235354,1.29747,11.5777,0.557043,,
1,10,1,45430.6,3264.945695,0.549835,1.99894,0.135116,,
1,10,11,71438.5,5134.046722,1.92379,39.8038,0.379923,,
1,10,12,98643.7,7089.193707,2.93694,64.9829,0.291125,,
1,10,13,137092,9852.344789,6.87529,59.913,0.550238,,
1,10,14,173224,12449.03112,12.1383,85.9644,0.748464,,
1,10,15,206566,14845.20945,21.5131,124.656,1.04341,,
1,10,16,249490,17930.01416,44.8659,210.334,1.66671,,
1,10,21,97188.1,6984.58459,3.80444,51.8792,0.568706,,
1,10,22,110627,7950.393509,6.17936,68.737,0.52229,,
1,10,23,134738,9683.170661,9.34185,88.3982,0.563083,,
1,10,24,172859,12422.79978,15.745,129.222,1.07449,,
1,10,25,230681,16578.27407,22.0812,146.656,1.07046,,
1,10,27,304105,21855.01205,34.7694,220.244,1.69165,,
1,10,28,409910,29458.8645,39.087,367.33,10.2748,,
1,10,29,561579,40358.80966,68.6263,777.946,18.2421,,
1,10,30,705222,50681.95297,90.2871,2732.31,30.1168,,
1,10,33,138464,9950.945853,8.10854,38.9518,0.546309,,
1,10,35,222029,15956.48368,22.3686,66.511,0.758647,,
1,10,37,289230,20785.99541,31.2577,97.903,0.97214,,
1,10,38,377141,27103.86577,33.1891,336.682,6.93824,,
1,10,39,502344,36101.78778,49.4056,355.254,10.0746,,
1,10,40,640368,46021.1123,62.2257,1044.08,13.172,,
1,11,0,50080.5,3599.118499,2.97004,41.9513,5.58482,,
1,11,1,44269.9,3181.530057,2.78144,44.2068,4.11382,,
1,11,11,68600,4930.053194,4.34673,52.8973,4.06606,,
1,11,12,90758,6522.47475,9.24961,90.2292,5.25991,,
1,11,13,136573,9815.04599,19.228,148.965,7.34253,,
1,11,14,178006,12792.69751,34.3363,219.411,9.66266,,
1,11,15,219270,15758.20356,47.6617,247.734,11.6772,,
1,11,16,278661,20026.43664,66.345,291.946,14.5456,,
1,11,21,85709.5,6159.655893,11.1165,101.797,5.84837,,
1,11,22,105849,7607.014586,12.8762,110.584,5.59248,,
1,11,23,137124,9854.644522,19.1122,136.889,6.65651,,
1,11,24,179231,12880.73417,32.7211,209.663,9.05803,,
1,11,25,229004,16457.75367,45.3672,218.337,10.3196,,
1,11,27,301831,21691.58726,76.4358,385.404,16.1284,,
1,11,28,406833,29237.73078,119.258,606.332,24.4316,,
1,11,29,557151,40040.58407,170.805,1296.81,42.1228,,
1,11,30,699354,50260.23938,200.367,3722.99,69.8331,,
1,11,33,135268,9721.259993,14.4624,82.867,5.96159,,
1,11,35,215174,15463.8377,41.1721,167.18,8.89684,,
1,11,37,280198,20136.8957,61.5945,224.867,10.9356,,
1,11,38,365379,26258.57006,102.287,570.213,21.7223,,
1,11,39,486672,34975.49341,135.36,854.933,23.2632,,
1,11,40,621048,44632.64834,178.861,1843.06,30.5061,,
1,12,0,50080.5,3599.118499,2.97004,41.9513,5.58482,,
1,12,1,44269.9,3181.530057,2.78144,44.2068,4.11382,,
1,12,11,68600,4930.053194,4.34673,52.8973,4.06606,,
1,12,12,90758,6522.47475,9.24961,90.2292,5.25991,,
1,12,13,136573,9815.04599,19.228,148.965,7.34253,,
1,12,14,178006,12792.69751,34.3363,219.411,9.66266,,
1,12,15,219270,15758.20356,47.6617,247.734,11.6772,,
1,12,16,278661,20026.43664,66.345,291.946,14.5456,,
1,12,21,85709.5,6159.655893,11.1165,101.797,5.84837,,
1,12,22,105849,7607.014586,12.8762,110.584,5.59248,,
1,12,23,137124,9854.644522,19.1122,136.889,6.65651,,
1,12,24,179231,12880.73417,32.7211,209.663,9.05803,,
1,12,25,229004,16457.75367,45.3672,218.337,10.3196,,
1,12,27,301831,21691.58726,76.4358,385.404,16.1284,,
1,12,28,406833,29237.73078,119.258,606.332,24.4316,,
1,12,29,557151,40040.58407,170.805,1296.81,42.1228,,
1,12,30,699354,50260.23938,200.367,3722.99,69.8331,,
1,12,33,135268,9721.259993,14.4624,82.867,5.96159,,
1,12,35,215174,15463.8377,41.1721,167.18,8.89684,,
1,12,37,280198,20136.8957,61.5945,224.867,10.9356,,
1,12,38,365379,26258.57006,102.287,570.213,21.7223,,
1,12,39,486672,34975.49341,135.36,854.933,23.2632,,
1,12,40,621048,44632.64834,178.861,1843.06,30.5061,,
1,13,0,49571.6,3562.545553,2.97004,41.9513,5.58482,,
1,13,1,43791.5,3147.149045,2.78144,44.2068,4.11382,,
1,13,11,67928.2,4881.773169,4.34673,52.8973,4.06606,,
1,13,12,90004.8,6468.344778,9.24961,90.2292,5.25991,,
1,13,13,135624,9746.844525,19.228,148.965,7.34253,,
1,13,14,176923,12714.86591,34.3363,219.411,9.66266,,
1,13,15,218003,15667.14849,47.6617,247.734,11.6772,,
1,13,16,276726,19887.37464,66.345,291.946,14.5456,,
1,13,21,84920.4,6102.945908,11.1165,101.797,5.84837,,
1,13,22,104893,7538.310054,12.8762,110.584,5.59248,,
1,13,23,136001,9773.938258,19.1122,136.889,6.65651,,
1,13,24,177733,12773.07791,32.7211,209.663,9.05803,,
1,13,25,227037,16316.39194,45.3672,218.337,10.3196,,
1,13,27,298860,21478.07139,76.4358,385.404,16.1284,,
1,13,28,402187,28903.83825,119.258,606.332,24.4316,,
1,13,29,550783,39582.93715,170.805,1296.81,42.1228,,
1,13,30,690415,49617.82327,200.367,3722.99,69.8331,,
1,13,33,134058,9634.301329,14.4624,82.867,5.96159,,
1,13,35,213724,15359.63103,41.1721,167.18,8.89684,,
1,13,37,277927,19973.6865,61.5945,224.867,10.9356,,
1,13,38,362095,26022.55993,102.287,570.213,21.7223,,
1,13,39,481954,34636.42649,135.36,854.933,23.2632,,
1,13,40,615431,44228.97329,178.861,1843.06,30.5061,,
1,14,0,49288.2,3542.17854,2.97004,41.9513,5.58482,,
1,14,1,43649,3136.908045,2.78144,44.2068,4.11382,,
1,14,11,67535.8,4853.57269,4.34673,52.8973,4.06606,,
1,14,12,89733.4,6448.840165,9.24961,90.2292,5.25991,,
1,14,13,135187,9715.438793,19.228,148.965,7.34253,,
1,14,14,176524,12686.19111,34.3363,219.411,9.66266,,
1,14,15,217628,15640.19849,47.6617,247.734,11.6772,,
1,14,16,276219,19850.93824,66.345,291.946,14.5456,,
1,14,21,84433.8,6067.975589,11.1165,101.797,5.84837,,
1,14,22,104535,7512.581788,12.8762,110.584,5.59248,,
1,14,23,135531,9740.160926,19.1122,136.889,6.65651,,
1,14,24,177253,12738.58191,32.7211,209.663,9.05803,,
1,14,25,226647,16288.36394,45.3672,218.337,10.3196,,
1,14,27,298207,21431.14246,76.4358,385.404,16.1284,,
1,14,28,401010,28819.25119,119.258,606.332,24.4316,,
1,14,29,548383,39410.45716,170.805,1296.81,42.1228,,
1,14,30,687651,49419.18381,200.367,3722.99,69.8331,,
1,14,33,133592,9600.811463,14.4624,82.867,5.96159,,
1,14,35,212842,15296.24464,41.1721,167.18,8.89684,,
1,14,37,276539,19873.93557,61.5945,224.867,10.9356,,
1,14,38,360170,25884.2166,102.287,570.213,21.7223,,
1,14,39,479505,34460.42503,135.36,854.933,23.2632,,
1,14,40,612312,44004.82116,178.861,1843.06,30.5061,,
1,15,0,50504.3,3629.575591,3.36289,48.0036,6.55733,,
1,15,1,44775.8,3217.887403,3.14935,50.5846,4.83017,,
1,15,11,68796.6,4944.182181,4.92168,60.5288,4.7741,,
1,15,12,91161,6551.437015,10.4731,103.247,6.17584,,
1,15,13,136904,9838.833856,21.7713,170.457,8.62111,,
1,15,14,178445,12824.24697,38.878,251.066,11.3453,,
1,15,15,219726,15790.97476,53.966,283.474,13.7107,,
1,15,16,278680,20027.8021,75.1205,334.065,17.0784,,
1,15,21,85905.2,6173.720199,12.5869,116.484,6.86677,,
1,15,22,106001,7617.938319,14.5793,126.538,6.56632,,
1,15,23,137152,9856.656789,21.6402,156.637,7.81563,,
1,15,24,179301,12885.76484,37.0491,239.911,10.6353,,
1,15,25,229111,16465.4434,51.368,249.837,12.1166,,
1,15,27,302190,21717.38739,86.5461,441.006,18.9369,,
1,15,28,407305,29271.65184,135.032,693.808,28.6859,,
1,15,29,558209,40116.619,193.398,1483.9,49.4578,,
1,15,30,698612,50206.91432,226.869,4260.11,81.9934,,
1,15,33,135619,9746.485192,16.3754,94.8223,6.9997,,
1,15,35,215561,15491.6501,46.618,191.299,10.4461,,
1,15,37,280641,20168.73263,69.7417,257.308,12.8399,,
1,15,38,365929,26298.09673,115.817,652.478,25.5049,,
1,15,39,487077,35004.59941,153.265,978.275,27.3141,,
1,15,40,622722,44752.95314,202.519,2108.96,35.8183,,
1,16,0,49900.1,3586.153752,4.50301,80.7555,11.9324,,
1,16,1,43963.1,3159.481364,4.45174,83.9184,9.39294,,
1,16,11,67966.9,4884.554409,8.27302,86.2459,8.00854,,
1,16,12,89978.5,6466.454684,16.6991,139.478,10.2276,,
1,16,13,135345,9726.793726,32.5832,211.639,13.3781,,
1,16,14,176239,12665.70911,56.1084,295.904,17.1434,,
1,16,15,216855,15584.64556,84.542,351.693,20.6313,,
1,16,16,274639,19737.38891,112.424,407.511,25.2874,,
1,16,21,84910.8,6102.255988,20.8694,146.46,11.4105,,
1,16,22,104494,7509.635255,22.5949,164.046,11.091,,
1,16,23,135484,9736.783192,34.5888,220.829,13.4883,,
1,16,24,177060,12724.71164,60.4598,316.675,17.3441,,
1,16,25,225796,16227.20541,86.7781,346.304,20.0313,,
1,16,27,298335,21440.3414,142.443,611.418,30.114,,
1,16,28,399302,28696.50292,207.891,883.151,41.2778,,
1,16,29,548556,39422.89009,274.86,1914.78,63.9321,,
1,16,30,685210,49243.75728,352.154,2511.63,102.409,,
1,16,33,134125,9639.116395,25.9174,150.262,12.3949,,
1,16,35,213315,15330.23757,76.3943,260.964,16.4373,,
1,16,37,277252,19925.17651,110.042,351.577,20.3504,,
1,16,38,361304,25965.7134,157.349,642.668,29.966,,
1,16,39,480305,34517.91836,246.697,1171.75,49.2369,,
1,16,40,615214,44213.37822,246.876,4842.83,59.7,,
1,17,0,51215.4,3680.679976,4.50301,80.7555,11.9324,,
1,17,1,44783.6,3218.447963,4.45174,83.9184,9.39294,,
1,17,11,68802.3,4944.591821,8.27302,86.2459,8.00854,,
1,17,12,90876.2,6530.969389,16.6991,139.478,10.2276,,
1,17,13,136517,9811.021457,32.5832,211.639,13.3781,,
1,17,14,177723,12772.35924,56.1084,295.904,17.1434,,
1,17,15,218406,15696.11076,84.542,351.693,20.6313,,
1,17,16,276321,19858.26864,112.424,407.511,25.2874,,
1,17,21,85980.3,6179.117386,20.8694,146.46,11.4105,,
1,17,22,105332,7569.85952,22.5949,164.046,11.091,,
1,17,23,136484,9808.649857,34.5888,220.829,13.4883,,
1,17,24,178187,12805.70537,60.4598,316.675,17.3441,,
1,17,25,227019,16315.09834,86.7781,346.304,20.0313,,
1,17,27,300185,21573.29473,142.443,611.418,30.114,,
1,17,28,403166,28974.19572,207.891,883.151,41.2778,,
1,17,29,552662,39717.97461,274.86,1914.78,63.9321,,
1,17,30,689624,49560.97674,352.154,2511.63,102.409,,
1,17,33,135326,9725.428259,25.9174,150.262,12.3949,,
1,17,35,214516,15416.54943,76.3943,260.964,16.4373,,
1,17,37,278974,20048.9309,110.042,351.577,20.3504,,
1,17,38,363777,26143.43966,157.349,642.668,29.966,,
1,17,39,483945,34779.51302,246.697,1171.75,49.2369,,
1,17,40,620587,44599.51781,246.876,4842.83,59.7,,
1,18,0,50156.3,3604.565992,4.44515,115.733,12.2574,,
1,18,1,43931.5,3157.210378,5.74774,152.643,10.4849,,
1,18,11,67694.1,4864.949183,8.42579,119.228,10.8361,,
1,18,12,89762.7,6450.945858,17.5115,211.699,14.1997,,
1,18,13,134981,9700.63426,36.1966,291.695,17.8657,,
1,18,14,175829,12636.24378,61.8394,408.455,21.2789,,
1,18,15,216161,15534.7701,93.7637,478.803,25.5993,,
1,18,16,273303,19641.37505,126.22,544.705,32.166,,
1,18,21,84652.8,6083.714389,21.5814,207.893,15.1792,,
1,18,22,104055,7478.085789,24.4189,204.066,14.6475,,
1,18,23,134935,9697.328393,40.2829,281.287,17.1289,,
1,18,24,176118,12657.01324,67.3278,386.342,21.7089,,
1,18,25,224434,16129.32301,96.1547,471.574,23.3299,,
1,18,27,296543,21311.55633,154.84,676.322,32.1999,,
1,18,28,397369,28557.58466,214.068,1035.66,42.9875,,
1,18,29,544883,39158.92383,272.191,1965.78,62.8086,,
1,18,30,682012,49013.92769,515.955,6935.09,144.448,,
