from_node_id,to_node_id,link_id_from_to,day_no,timestamp_in_min,travel_time_in_min,delay_in_min,link_in_volume_number_of_veh,link_out_volume_number_of_veh,link_volume_in_veh_per_hour_per_lane,link_volume_in_veh_per_hour_for_all_lanes,density_in_veh_per_distance_per_lane,speed,queue_length_percentage,number_of_queued_vehicles,cumulative_arrival_count,cumulative_departure_count,total_energy,total_CO2,total_NOX,total_CO,total_HC,total_PM,total_PM2.5
1,3,1->3,2,850, 11.68, 10.68,  3.00,  2.00,180.00,180.00, 19.00,5.14,7.27,16,33,14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,851, 12.60, 11.60,  4.00,  2.00,240.00,240.00, 20.00,4.76,7.73,17,36,16,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,852, 13.68, 12.68,  4.00,  1.00,240.00,240.00, 22.00,4.39,8.18,18,40,18,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,853, 14.73, 13.73,  3.00,  2.00,180.00,180.00, 25.00,4.07,9.55,21,44,19,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,854, 15.76, 14.76,  3.00,  2.00,180.00,180.00, 26.00,3.81,10.45,23,47,21,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,855, 17.11, 16.11,  4.00,  1.00,240.00,240.00, 27.00,3.51,10.45,23,50,23,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,856, 18.14, 17.14,  4.00,  2.00,240.00,240.00, 30.00,3.31,11.82,26,54,24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,857, 18.99, 17.99,  2.00,  2.00,120.00,120.00, 32.00,3.16,12.73,28,58,26,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,858, 19.85, 18.85,  3.00,  1.00,180.00,180.00, 32.00,3.02,13.18,29,60,28,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,859, 20.87, 19.87,  4.00,  2.00,240.00,240.00, 34.00,2.87,14.09,31,63,29,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,860, 22.23, 21.23,  4.00,  2.00,240.00,240.00, 36.00,2.70,14.55,32,67,31,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,861, 23.25, 22.25,  3.00,  1.00,180.00,180.00, 38.00,2.58,15.45,34,71,33,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,862, 24.13, 23.13,  3.00,  2.00,180.00,180.00, 40.00,2.49,16.82,37,74,34,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,863, 24.88, 23.88,  3.00,  2.00,180.00,180.00, 41.00,2.41,17.27,38,77,36,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,864, 26.09, 25.09,  4.00,  1.00,240.00,240.00, 42.00,2.30,17.27,38,80,38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,865, 27.26, 26.26,  4.00,  2.00,240.00,240.00, 45.00,2.20,18.64,41,84,39,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,866, 28.22, 27.22,  3.00,  2.00,180.00,180.00, 47.00,2.13,19.55,43,88,41,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,867, 29.07, 28.07,  2.00,  1.00,120.00,120.00, 48.00,2.06,20.00,44,91,43,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,868, 30.00, 29.00,  4.00,  2.00,240.00,240.00, 49.00,2.00,20.91,46,93,44,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,869, 31.02, 30.02,  3.00,  2.00,180.00,180.00, 51.00,1.93,21.36,47,97,46,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,870, 31.78, 30.78,  3.00,  1.00,180.00,180.00, 52.00,1.89,22.27,49,100,48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,871, 32.73, 31.73,  3.00,  2.00,180.00,180.00, 54.00,1.83,23.18,51,103,49,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,872, 33.83, 32.83,  4.00,  2.00,240.00,240.00, 55.00,1.77,23.64,52,106,51,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,873, 35.11, 34.11,  4.00,  1.00,240.00,240.00, 57.00,1.71,24.09,53,110,53,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,874, 36.01, 35.01,  3.00,  2.00,180.00,180.00, 60.00,1.67,25.45,56,114,54,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,875, 36.64, 35.64,  3.00,  2.00,180.00,180.00, 61.00,1.64,26.36,58,117,56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,876, 37.67, 36.67,  3.00,  1.00,180.00,180.00, 62.00,1.59,26.82,59,120,58,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,877, 38.94, 37.94,  4.00,  2.00,240.00,240.00, 64.00,1.54,27.27,60,123,59,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,878, 40.05, 39.05,  4.00,  2.00,240.00,240.00, 66.00,1.50,28.18,62,127,61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,879, 41.00, 40.00,  3.00,  1.00,180.00,180.00, 68.00,1.46,29.09,64,131,63,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,880, 41.75, 40.75,  2.00,  2.00,120.00,120.00, 70.00,1.44,30.00,66,134,64,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,881, 42.78, 41.78,  4.00,  2.00,240.00,240.00, 70.00,1.40,30.45,67,136,66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,882, 44.06, 43.06,  4.00,  1.00,240.00,240.00, 72.00,1.36,30.91,68,140,68,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,883, 45.16, 44.16,  3.00,  2.00,180.00,180.00, 75.00,1.33,32.27,71,144,69,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,884, 46.11, 45.11,  4.00,  2.00,240.00,240.00, 76.00,1.30,33.18,73,147,71,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,885, 47.21, 46.21,  3.00,  1.00,180.00,180.00, 78.00,1.27,33.64,74,151,73,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,886, 48.39, 47.39,  4.00,  2.00,240.00,240.00, 80.00,1.24,34.55,76,154,74,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,887, 49.14, 48.14,  3.00,  2.00,180.00,180.00, 82.00,1.22,35.45,78,158,76,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,888, 49.92, 48.92,  3.00,  1.00,180.00,180.00, 83.00,1.20,36.36,80,161,78,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,889, 50.95, 49.95,  3.00,  2.00,180.00,180.00, 85.00,1.18,36.82,81,164,79,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,890, 52.30, 51.30,  4.00,  2.00,240.00,240.00, 86.00,1.15,37.27,82,167,81,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,891, 53.33, 52.33,  4.00,  1.00,240.00,240.00, 88.00,1.13,38.18,84,171,83,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,892, 54.18, 53.18,  2.00,  2.00,120.00,120.00, 91.00,1.11,39.55,87,175,84,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,893, 55.03, 54.03,  3.00,  2.00,180.00,180.00, 91.00,1.09,40.00,88,177,86,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,894, 56.06, 55.06,  4.00,  1.00,240.00,240.00, 92.00,1.07,40.45,89,180,88,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,895, 57.41, 56.41,  4.00,  2.00,240.00,240.00, 95.00,1.05,41.36,91,184,89,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,896, 58.32, 57.32,  3.00,  2.00,180.00,180.00, 97.00,1.03,42.27,93,188,91,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,897, 59.29, 58.29,  4.00,  1.00,240.00,240.00, 98.00,1.01,43.18,95,191,93,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,898, 60.57, 59.57,  3.00,  2.00,180.00,180.00,101.00,0.99,44.09,97,195,94,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,899, 60.80, 59.80,  3.00,  2.00,180.00,180.00,102.00,0.99,44.55,98,198,96,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,900,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00,103.00,60.00,45.45,100,201,98,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,901,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00,102.00,60.00,46.36,102,201,99,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,902,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00,100.00,60.00,45.45,100,201,101,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,903,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 98.00,60.00,44.55,98,201,103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,904,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 97.00,60.00,44.09,97,201,104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,905,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 95.00,60.00,43.18,95,201,106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,906,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 93.00,60.00,42.27,93,201,108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,907,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 92.00,60.00,41.82,92,201,109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,908,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 90.00,60.00,40.91,90,201,111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,909,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 88.00,60.00,40.00,88,201,113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,910,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 87.00,60.00,39.55,87,201,114,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,911,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 85.00,60.00,38.64,85,201,116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,912,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 83.00,60.00,37.73,83,201,118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,913,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 82.00,60.00,37.27,82,201,119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,914,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 80.00,60.00,36.36,80,201,121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,915,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 78.00,60.00,35.45,78,201,123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,916,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 77.00,60.00,35.00,77,201,124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,917,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 75.00,60.00,34.09,75,201,126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,918,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 73.00,60.00,33.18,73,201,128,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,919,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 72.00,60.00,32.73,72,201,129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,920,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 70.00,60.00,31.82,70,201,131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,921,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 68.00,60.00,30.91,68,201,133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,922,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 67.00,60.00,30.45,67,201,134,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,923,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 65.00,60.00,29.55,65,201,136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,924,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 63.00,60.00,28.64,63,201,138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,925,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 62.00,60.00,28.18,62,201,139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,926,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 60.00,60.00,27.27,60,201,141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,927,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 58.00,60.00,26.36,58,201,143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,928,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 57.00,60.00,25.91,57,201,144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,929,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 55.00,60.00,25.00,55,201,146,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,930,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 53.00,60.00,24.09,53,201,148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,931,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 52.00,60.00,23.64,52,201,149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,932,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 50.00,60.00,22.73,50,201,151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,933,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 48.00,60.00,21.82,48,201,153,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,934,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 47.00,60.00,21.36,47,201,154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,935,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 45.00,60.00,20.45,45,201,156,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,936,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 43.00,60.00,19.55,43,201,158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,937,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 42.00,60.00,19.09,42,201,159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,938,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 40.00,60.00,18.18,40,201,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,939,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 38.00,60.00,17.27,38,201,163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,940,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 37.00,60.00,16.82,37,201,164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,941,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 35.00,60.00,15.91,35,201,166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,942,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 33.00,60.00,15.00,33,201,168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,943,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 32.00,60.00,14.55,32,201,169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,944,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 30.00,60.00,13.64,30,201,171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,945,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 28.00,60.00,12.73,28,201,173,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,946,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 27.00,60.00,12.27,27,201,174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,947,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 25.00,60.00,11.36,25,201,176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,948,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 23.00,60.00,10.45,23,201,178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,949,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 22.00,60.00,10.00,22,201,179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,950,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 20.00,60.00,9.09,20,201,181,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,951,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 18.00,60.00,8.18,18,201,183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,952,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 17.00,60.00,7.73,17,201,184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,953,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 15.00,60.00,6.82,15,201,186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,954,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00, 13.00,60.00,5.91,13,201,188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,955,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 12.00,60.00,5.45,12,201,189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,956,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00, 10.00,60.00,4.55,10,201,191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,957,  1.00,  0.00,  0.00,  1.00,  0.00,  0.00,  8.00,60.00,3.64,8,201,193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,958,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00,  7.00,60.00,3.18,7,201,194,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,959,  1.00,  0.00,  0.00,  2.00,  0.00,  0.00,  5.00,60.00,2.27,5,201,196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,960,  1.00,  0.00,  0.00,  3.00,  0.00,  0.00,  3.00,60.00,1.36,3,201,198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,961,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,962,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,963,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,964,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,965,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,966,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,967,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,968,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,969,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,970,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,971,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,972,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,973,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,974,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,975,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,976,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,977,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,978,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,979,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1,3,1->3,2,980,  1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,60.00,0.00,0,201,201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
