agent_id,tour_id,from_zone_id,to_zone_id,from_origin_node_id,to_destination_node_id,departure_time_in_min,end_time_in_min,travel_time_in_min,demand_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
21,21,34,27,1322,1346,930.15,932.30,2.15,1,1,1.00,1,5,0.97,
22,22,1,16,5577,11827,930.15,931.70,1.55,1,1,1.00,1,15,0.90,
23,23,25,14,1354,5037,930.16,938.50,8.34,1,1,1.00,1,15,4.09,
24,24,11,3,5119,11159,930.16,934.30,4.14,1,1,1.00,1,0,2.34,
25,25,37,6,1349,5238,930.17,933.40,3.23,1,1,1.00,1,10,1.88,
26,26,31,34,1318,1322,930.18,931.20,1.02,1,1,1.00,1,0,0.36,
27,27,1,33,5577,1351,930.18,937.40,7.22,1,1,1.00,1,15,4.30,
28,28,37,14,1353,5037,930.19,937.90,7.71,1,1,1.00,1,0,4.05,
29,29,27,11,1346,5119,930.20,936.90,6.70,1,1,1.00,1,10,2.54,
30,30,35,25,1290,1354,930.22,936.10,5.88,1,1,1.00,1,5,2.79,
31,31,18,6,1286,5238,930.23,942.20,11.97,1,1,1.00,1,10,6.03,
32,32,34,14,1319,5037,930.23,934.60,4.37,1,1,1.00,1,0,2.30,
33,33,1,9,5577,5356,930.24,943.80,13.56,1,1,1.00,1,15,5.79,
34,34,37,41,1353,5578,930.24,935.50,5.26,1,1,1.00,1,15,3.43,
35,35,6,35,5238,1290,930.26,938.70,8.44,1,1,1.00,1,5,4.76,
36,36,14,15,5037,4899,930.27,930.80,0.53,1,1,1.00,1,0,0.55,
37,37,11,14,5119,5037,930.27,936.70,6.43,1,1,1.00,1,10,2.96,
38,38,6,35,5238,1290,930.27,939.00,8.73,1,1,1.00,1,15,4.76,
39,39,3,9,11159,5356,930.27,936.80,6.53,1,1,1.00,1,15,3.35,
40,40,35,9,1290,5356,930.28,941.00,10.72,1,1,1.00,1,0,4.83,
41,41,1,31,5577,1314,930.29,933.60,3.31,1,1,1.00,1,10,1.72,
42,42,18,20,1286,1356,930.29,941.80,11.51,1,1,1.00,1,0,5.33,
43,43,14,41,5037,5578,930.30,934.70,4.40,1,1,1.00,1,10,2.54,
44,44,26,11,1323,5119,930.33,933.40,3.07,1,1,1.00,1,15,1.48,
45,45,34,21,1322,6253,930.33,937.80,7.47,1,1,1.00,1,5,4.10,
46,46,20,1,1356,5577,930.33,939.10,8.77,1,1,1.00,1,5,4.80,
47,47,15,23,4899,1361,930.34,938.50,8.16,1,1,1.00,1,5,3.85,
48,48,1,39,5577,1404,930.35,943.10,12.75,1,1,1.00,1,0,5.59,
49,49,20,24,1357,1325,930.35,937.50,7.15,1,1,1.00,1,10,2.96,
50,50,27,31,1346,1318,930.37,932.50,2.13,1,1,1.00,1,0,0.95,
51,51,19,11,1352,5119,930.37,937.60,7.23,1,1,1.00,1,10,3.03,
52,52,7,34,11281,1322,930.37,936.00,5.63,1,1,1.00,1,15,3.03,
53,53,37,21,1349,6253,930.38,935.70,5.33,1,1,1.00,1,10,2.50,
54,54,28,22,1359,3689,930.38,932.10,1.72,1,1,1.00,1,10,0.69,
55,55,3,22,11159,3689,930.38,937.60,7.22,1,1,1.00,1,15,3.36,
56,56,5,11,11282,5119,930.39,938.10,7.71,1,1,1.00,1,10,4.11,
57,57,41,2,5578,11123,930.39,933.30,2.91,1,1,1.00,1,15,1.70,
58,58,17,28,1289,1359,930.40,939.40,9.00,1,1,1.00,1,5,4.34,
59,59,5,24,11282,1325,930.41,940.00,9.59,1,1,1.00,1,0,4.28,
60,60,13,41,5034,5578,930.41,935.60,5.19,1,1,1.00,1,0,3.10,
61,61,27,11,1346,5119,930.41,935.70,5.29,1,1,1.00,1,0,2.58,
62,62,11,13,5119,5034,930.42,935.40,4.98,1,1,1.00,1,15,2.30,
63,63,41,15,5578,4899,930.43,934.50,4.07,1,1,1.00,1,5,2.33,
64,64,15,13,4899,5034,930.43,932.70,2.27,1,1,1.00,1,5,1.29,
65,65,32,36,1285,1299,930.43,936.40,5.97,1,1,1.00,1,10,2.74,
66,66,2,21,11123,6253,930.43,939.20,8.77,1,1,1.00,1,0,5.39,
67,67,14,9,5037,5356,930.44,939.00,8.56,1,1,1.00,1,0,4.16,
68,68,7,34,11281,1322,930.44,936.10,5.66,1,1,1.00,1,5,2.69,
69,69,28,13,1359,5034,930.44,936.00,5.56,1,1,1.00,1,15,2.49,
70,70,11,17,5119,1289,930.46,938.20,7.74,1,1,1.00,1,0,3.82,
71,71,17,30,1289,1360,930.46,940.20,9.74,1,1,1.00,1,10,4.54,
72,72,32,3,1285,11159,930.46,934.40,3.94,1,1,1.00,1,0,2.49,
73,73,9,11,5356,5119,930.47,934.10,3.63,1,1,1.00,1,5,1.86,
74,74,7,36,11281,1299,930.47,941.80,11.33,1,1,1.00,1,10,5.22,
75,75,13,41,5034,5578,930.48,935.70,5.22,1,1,1.00,1,10,3.10,
76,76,37,14,1353,5037,930.48,938.60,8.12,1,1,1.00,1,0,4.05,
77,77,32,22,1285,3689,930.49,943.50,13.01,1,1,1.00,1,5,5.37,
78,78,37,22,1349,3689,930.49,935.20,4.71,1,1,1.00,1,0,2.00,
79,79,2,13,11123,5034,930.51,934.20,3.69,1,1,1.00,1,5,2.20,
80,80,20,34,1356,1322,930.52,935.20,4.68,1,1,1.00,1,15,2.11,
81,81,25,41,1354,5578,930.52,937.70,7.18,1,1,1.00,1,0,3.87,
82,82,17,19,1289,1352,930.52,937.40,6.88,1,1,1.00,1,5,3.87,
83,83,20,21,1357,6253,930.52,932.90,2.38,1,1,1.00,1,5,0.95,
84,84,3,39,11159,1404,930.53,937.40,6.87,1,1,1.00,1,15,3.07,
85,85,18,9,1286,5356,930.53,942.50,11.97,1,1,1.00,1,5,5.54,
86,86,7,24,11281,1325,930.54,938.80,8.26,1,1,1.00,1,10,3.82,
87,87,19,11,1352,5119,930.56,938.00,7.44,1,1,1.00,1,15,3.03,
88,88,34,19,1322,1352,930.58,934.50,3.92,1,1,1.00,1,5,2.08,
89,89,16,41,11827,5578,930.58,932.50,1.92,1,1,1.00,1,10,1.15,
90,90,35,41,1290,5578,930.58,933.60,3.02,1,1,1.00,1,15,1.61,
91,91,2,1,11123,5577,930.59,932.80,2.21,1,1,1.00,1,10,1.45,
92,92,28,41,1359,5578,930.61,938.90,8.29,1,1,1.00,1,0,5.03,
93,93,35,9,1290,5356,930.61,941.50,10.89,1,1,1.00,1,15,4.83,
94,94,19,16,1352,11827,930.62,938.30,7.68,1,1,1.00,1,10,4.30,
95,95,14,40,5037,1296,930.65,933.00,2.35,1,1,1.00,1,10,1.11,
96,96,6,13,5238,5034,930.65,940.90,10.25,1,1,1.00,1,0,5.44,
97,97,1,41,5577,5578,930.65,931.70,1.05,1,1,1.00,1,15,0.62,
98,98,34,11,1322,5119,930.66,934.70,4.04,1,1,1.00,1,5,2.06,
99,99,37,2,1353,11123,930.66,934.80,4.14,1,1,1.00,1,5,2.15,
100,100,21,41,6253,5578,930.66,944.20,13.54,1,1,1.00,1,0,6.57,
101,101,41,3,5578,11159,930.67,936.40,5.73,1,1,1.00,1,15,3.20,
102,102,1,20,5577,1356,930.67,939.40,8.73,1,1,1.00,1,0,4.80,
103,103,27,35,1346,1290,930.68,936.10,5.42,1,1,1.00,1,10,2.86,
104,104,41,18,5578,1286,930.68,933.10,2.42,1,1,1.00,1,0,1.15,
105,105,12,14,11151,5037,930.69,933.80,3.11,1,1,1.00,1,15,1.60,
106,106,13,33,5034,1351,930.70,940.50,9.80,1,1,1.00,1,10,5.03,
107,107,41,5,5578,11282,930.70,939.90,9.20,1,1,1.00,1,15,4.97,
108,108,18,15,1286,4899,930.70,935.50,4.80,1,1,1.00,1,0,2.11,
109,109,3,11,11159,5119,930.71,934.90,4.19,1,1,1.00,1,15,2.34,
110,110,3,19,11159,1352,930.72,933.90,3.18,1,1,1.00,1,5,1.87,
111,111,34,9,1322,5356,930.72,939.10,8.38,1,1,1.00,1,15,3.46,
112,112,17,31,1289,1314,930.73,933.90,3.17,1,1,1.00,1,5,1.11,
113,113,3,21,11159,6253,930.75,937.60,6.85,1,1,1.00,1,0,3.88,
114,114,9,21,5356,6253,930.75,933.00,2.25,1,1,1.00,1,10,0.92,
115,115,24,11,1325,5119,930.75,932.30,1.55,1,1,1.00,1,0,0.63,
116,116,12,9,11151,5356,930.75,937.10,6.35,1,1,1.00,1,10,2.95,
117,117,17,21,1289,6253,930.76,941.80,11.04,1,1,1.00,1,15,5.89,
118,118,5,28,11282,1359,930.76,938.40,7.64,1,1,1.00,1,5,3.32,
119,119,9,13,5356,5034,930.77,937.80,7.03,1,1,1.00,1,5,3.38,
120,120,26,34,1323,1322,930.78,931.90,1.12,1,1,1.00,1,10,0.39,
121,121,11,32,5119,1285,930.78,938.70,7.92,1,1,1.00,1,15,4.32,
122,122,6,3,5238,11159,930.79,935.20,4.41,1,1,1.00,1,15,2.65,
123,123,18,37,1286,1353,930.79,939.30,8.51,1,1,1.00,1,15,3.64,
124,124,1,21,5577,6253,930.80,942.80,12.00,1,1,1.00,1,15,6.32,
125,125,17,21,1289,6253,930.80,942.50,11.70,1,1,1.00,1,5,5.89,
126,126,41,9,5578,5356,930.80,944.00,13.20,1,1,1.00,1,15,5.76,
127,127,3,9,11159,5356,930.81,937.00,6.19,1,1,1.00,1,5,3.35,
128,128,2,35,11123,1290,930.83,933.80,2.97,1,1,1.00,1,5,1.52,
129,129,17,34,1289,1319,930.83,932.90,2.07,1,1,1.00,1,10,0.71,
130,130,3,34,11159,1322,930.84,932.40,1.56,1,1,1.00,1,10,0.72,
131,131,2,3,11123,11159,930.84,933.90,3.06,1,1,1.00,1,10,2.02,
132,132,20,17,1356,1289,930.84,939.90,9.06,1,1,1.00,1,10,4.36,
133,133,5,27,11282,1348,930.85,933.80,2.95,1,1,1.00,1,15,1.53,
134,134,13,15,5034,4899,930.86,933.10,2.24,1,1,1.00,1,0,1.29,
135,135,6,11,5238,5119,930.86,941.10,10.24,1,1,1.00,1,10,4.37,
136,136,15,34,4899,1319,930.86,935.00,4.14,1,1,1.00,1,5,2.09,
137,137,35,11,1290,5119,930.87,938.90,8.03,1,1,1.00,1,5,3.65,
138,138,7,34,11281,1322,930.87,936.50,5.63,1,1,1.00,1,15,2.69,
139,139,7,19,11281,1352,930.88,933.40,2.52,1,1,1.00,1,15,1.10,
140,140,2,41,11123,5578,930.88,933.40,2.52,1,1,1.00,1,10,1.70,
141,141,1,24,5577,1325,930.88,939.30,8.42,1,1,1.00,1,5,4.00,
142,142,17,41,1289,5578,930.88,933.00,2.12,1,1,1.00,1,0,1.21,
143,143,3,41,11159,5578,930.88,935.60,4.72,1,1,1.00,1,15,3.20,
144,144,41,33,5578,1351,930.89,939.70,8.81,1,1,1.00,1,10,4.55,
145,145,5,24,11282,1325,930.89,939.70,8.81,1,1,1.00,1,15,4.40,
146,146,11,22,5119,3689,930.90,933.90,3.00,1,1,1.00,1,15,1.37,
147,147,14,11,5037,5119,930.90,938.00,7.10,1,1,1.00,1,5,2.96,
148,148,7,9,11281,5356,930.90,934.90,4.00,1,1,1.00,1,15,2.06,
149,149,37,9,1349,5356,930.91,936.50,5.59,1,1,1.00,1,10,2.33,
150,150,34,9,1322,5356,930.92,939.90,8.98,1,1,1.00,1,15,3.46,
151,151,37,12,1353,11151,930.93,938.60,7.67,1,1,1.00,1,0,3.52,
152,152,6,21,5238,6253,930.93,935.30,4.37,1,1,1.00,1,5,2.51,
153,153,41,9,5578,5356,930.93,944.50,13.57,1,1,1.00,1,5,5.76,
154,154,6,41,5238,5578,930.94,940.30,9.36,1,1,1.00,1,15,5.34,
155,155,3,9,11159,5356,930.94,939.40,8.46,1,1,1.00,1,0,3.69,
156,156,12,41,11151,5578,930.94,936.80,5.86,1,1,1.00,1,10,3.20,
157,157,1,3,5577,11159,930.94,936.20,5.26,1,1,1.00,1,10,2.95,
158,158,1,31,5577,1314,930.94,934.70,3.76,1,1,1.00,1,0,1.72,
159,159,12,9,11151,5356,930.95,937.60,6.65,1,1,1.00,1,10,2.95,
160,160,1,3,5577,11159,930.96,936.50,5.54,1,1,1.00,1,5,2.95,
161,161,16,11,11827,5119,930.97,938.70,7.73,1,1,1.00,1,5,3.79,
162,162,36,17,1299,1289,930.97,935.20,4.23,1,1,1.00,1,10,2.10,
163,163,7,24,11281,1325,930.99,939.10,8.11,1,1,1.00,1,0,3.82,
164,164,3,33,11159,1351,930.99,934.60,3.61,1,1,1.00,1,10,1.87,
165,165,35,36,1290,1299,931.00,935.60,4.60,1,1,1.00,1,5,2.11,
166,166,3,13,11159,5034,931.00,938.10,7.10,1,1,1.00,1,15,3.68,
167,167,37,28,1353,1359,931.00,935.30,4.30,1,1,1.00,1,0,2.09,
168,168,6,19,5238,1352,931.01,933.40,2.39,1,1,1.00,1,0,1.29,
169,169,21,11,6253,5119,931.01,936.10,5.09,1,1,1.00,1,15,2.39,
170,170,27,34,1346,1322,931.03,932.80,1.77,1,1,1.00,1,15,0.83,
171,171,20,32,1356,1285,931.03,940.30,9.27,1,1,1.00,1,0,4.26,
172,172,1,30,5577,1360,931.05,940.90,9.85,1,1,1.00,1,5,4.51,
173,173,24,21,1325,6253,931.05,937.30,6.25,1,1,1.00,1,15,2.53,
174,174,32,26,1285,1323,931.05,936.80,5.75,1,1,1.00,1,10,2.53,
175,175,2,28,11123,1359,931.05,938.60,7.55,1,1,1.00,1,10,3.84,
176,176,7,30,11281,1360,931.06,937.30,6.24,1,1,1.00,1,15,2.98,
177,177,17,34,1289,1319,931.06,933.10,2.04,1,1,1.00,1,15,0.71,
178,178,3,5,11159,11282,931.06,935.00,3.94,1,1,1.00,1,15,2.28,
179,179,3,2,11159,11123,931.07,934.50,3.43,1,1,1.00,1,5,2.02,
180,180,1,14,5577,5037,931.07,935.60,4.53,1,1,1.00,1,5,2.29,
181,181,21,26,6253,1323,931.07,938.00,6.93,1,1,1.00,1,0,2.91,
182,182,5,11,11282,5119,931.07,940.40,9.33,1,1,1.00,1,5,3.99,
183,183,34,24,1322,1325,931.08,936.20,5.12,1,1,1.00,1,10,2.35,
184,184,6,1,5238,5577,931.09,944.60,13.51,1,1,1.00,1,15,5.99,
185,185,5,24,11282,1325,931.09,941.60,10.51,1,1,1.00,1,5,4.28,
186,186,2,26,11123,1323,931.09,935.30,4.21,1,1,1.00,1,15,2.15,
187,187,1,8,5577,10847,931.10,943.10,12.00,1,1,1.00,1,10,5.45,
188,188,18,21,1286,6253,931.10,945.10,14.00,1,1,1.00,1,0,6.26,
189,189,34,15,1319,4899,931.11,935.00,3.89,1,1,1.00,1,5,2.09,
190,190,3,20,11159,1356,931.11,935.90,4.79,1,1,1.00,1,5,2.36,
191,191,32,19,1285,1352,931.12,941.60,10.48,1,1,1.00,1,5,4.30,
192,192,12,34,11151,1319,931.13,934.80,3.67,1,1,1.00,1,5,1.77,
193,193,17,21,1289,6253,931.13,943.20,12.07,1,1,1.00,1,10,5.89,
194,194,34,17,1319,1289,931.13,933.20,2.07,1,1,1.00,1,0,0.71,
195,195,3,27,11159,1346,931.13,933.00,1.87,1,1,1.00,1,5,0.76,
196,196,2,21,11123,6253,931.14,942.30,11.16,1,1,1.00,1,0,5.39,
197,197,17,13,1289,5034,931.14,935.50,4.36,1,1,1.00,1,0,2.17,
198,198,41,13,5578,5034,931.15,937.60,6.45,1,1,1.00,1,10,3.10,
199,199,1,9,5577,5356,931.15,944.20,13.05,1,1,1.00,1,10,5.51,
200,200,17,24,1289,1325,931.15,938.70,7.55,1,1,1.00,1,5,3.32,
201,201,3,41,11159,5578,931.15,937.40,6.25,1,1,1.00,1,15,3.58,
202,202,17,11,1289,5119,931.15,939.40,8.25,1,1,1.00,1,5,3.64,
203,203,3,24,11159,1325,931.15,938.60,7.45,1,1,1.00,1,0,2.88,
204,204,2,24,11123,1325,931.15,938.00,6.85,1,1,1.00,1,15,3.35,
205,205,34,41,1319,5578,931.15,934.00,2.85,1,1,1.00,1,10,1.81,
206,206,27,24,1346,1325,931.16,937.10,5.94,1,1,1.00,1,5,2.87,
207,207,35,37,1290,1353,931.16,937.50,6.34,1,1,1.00,1,0,2.85,
208,208,27,21,1348,6253,931.16,937.40,6.24,1,1,1.00,1,0,3.13,
209,209,13,9,5034,5356,931.17,938.90,7.73,1,1,1.00,1,5,3.50,
210,210,5,21,11282,6253,931.18,935.00,3.82,1,1,1.00,1,15,2.14,
211,211,15,11,4899,5119,931.18,937.20,6.02,1,1,1.00,1,15,2.76,
212,212,20,10,1357,5929,931.18,935.60,4.42,1,1,1.00,1,15,1.74,
213,213,18,11,1286,5119,931.19,941.90,10.71,1,1,1.00,1,10,4.35,
214,214,17,5,1289,11282,931.19,939.20,8.01,1,1,1.00,1,10,4.29,
215,215,19,13,1352,5034,931.19,940.60,9.41,1,1,1.00,1,10,4.49,
216,216,7,9,11281,5356,931.19,935.20,4.01,1,1,1.00,1,15,2.06,
217,217,15,28,4899,1359,931.20,937.60,6.40,1,1,1.00,1,0,2.94,
218,218,17,37,1289,1353,931.21,937.30,6.09,1,1,1.00,1,10,2.75,
219,219,3,16,11159,11827,931.21,936.80,5.59,1,1,1.00,1,0,2.95,
220,220,35,3,1290,11159,931.21,937.50,6.29,1,1,1.00,1,15,3.00,
221,221,11,21,5119,6253,931.22,936.20,4.98,1,1,1.00,1,0,2.24,
222,222,27,39,1348,1404,931.22,937.00,5.78,1,1,1.00,1,0,2.32,
223,223,5,19,11282,1352,931.23,933.20,1.97,1,1,1.00,1,15,0.92,
224,224,26,41,1323,5578,931.23,936.70,5.47,1,1,1.00,1,10,3.24,
225,225,3,40,11159,1296,931.23,937.50,6.27,1,1,1.00,1,5,3.23,
226,226,21,6,6253,5238,931.23,935.80,4.57,1,1,1.00,1,5,2.51,
227,227,37,21,1349,6253,931.23,936.70,5.47,1,1,1.00,1,10,2.50,
228,228,35,22,1290,3689,931.23,943.80,12.57,1,1,1.00,1,15,4.50,
229,229,21,24,6253,1325,931.23,937.70,6.47,1,1,1.00,1,10,2.53,
230,230,36,28,1299,1359,931.23,937.10,5.87,1,1,1.00,1,0,2.57,
231,231,35,32,1290,1285,931.25,934.10,2.85,1,1,1.00,1,5,0.99,
232,232,3,24,11159,1325,931.25,937.00,5.75,1,1,1.00,1,10,2.63,
233,233,6,9,5238,5356,931.25,936.70,5.45,1,1,1.00,1,10,2.75,
234,234,37,11,1353,5119,931.25,935.60,4.35,1,1,1.00,1,0,2.09,
235,235,1,11,5577,5119,931.25,942.80,11.55,1,1,1.00,1,0,4.77,
236,236,1,11,5577,5119,931.25,941.60,10.35,1,1,1.00,1,5,4.32,
237,237,5,41,11282,5578,931.25,940.10,8.85,1,1,1.00,1,0,4.97,
238,238,1,34,5577,1319,931.25,935.10,3.85,1,1,1.00,1,5,1.56,
239,239,3,14,11159,5037,931.25,938.90,7.65,1,1,1.00,1,0,3.93,
240,240,1,13,5577,5034,931.25,938.00,6.75,1,1,1.00,1,15,2.85,
241,241,6,11,5238,5119,931.25,941.10,9.85,1,1,1.00,1,10,4.48,
242,242,31,41,1314,5578,931.25,934.50,3.25,1,1,1.00,1,5,1.97,
243,243,17,9,1289,5356,931.25,943.10,11.85,1,1,1.00,1,5,5.20,
244,244,5,3,11282,11159,931.25,935.30,4.05,1,1,1.00,1,0,2.28,
245,245,17,15,1289,4899,931.28,935.30,4.02,1,1,1.00,1,10,2.00,
246,246,7,39,11281,1404,931.28,937.30,6.02,1,1,1.00,1,0,2.44,
247,247,3,28,11159,1359,931.28,936.50,5.22,1,1,1.00,1,15,2.34,
248,248,26,37,1323,1353,931.30,933.20,1.90,1,1,1.00,1,0,0.86,
249,249,21,11,6253,5119,931.30,937.10,5.80,1,1,1.00,1,15,2.39,
250,250,1,41,5577,5578,931.30,932.80,1.50,1,1,1.00,1,10,0.62,
251,251,12,41,11151,5578,931.31,937.00,5.69,1,1,1.00,1,0,3.20,
252,252,2,11,11123,5119,931.32,938.30,6.98,1,1,1.00,1,10,3.84,
253,253,1,32,5577,1285,931.32,933.60,2.28,1,1,1.00,1,5,0.93,
254,254,41,27,5578,1346,931.32,938.30,6.98,1,1,1.00,1,0,3.44,
255,255,11,17,5119,1289,931.33,938.90,7.57,1,1,1.00,1,0,3.82,
256,256,3,38,11159,1397,931.33,937.60,6.27,1,1,1.00,1,10,2.84,
257,257,1,16,5577,11827,931.34,934.00,2.66,1,1,1.00,1,5,0.90,
258,258,2,11,11123,5119,931.35,938.80,7.45,1,1,1.00,1,10,3.84,
259,259,11,13,5119,5034,931.36,936.50,5.14,1,1,1.00,1,10,2.30,
260,260,32,41,1285,5578,931.36,933.50,2.14,1,1,1.00,1,15,1.18,
261,261,7,41,11281,5578,931.36,942.60,11.24,1,1,1.00,1,5,5.64,
262,262,27,41,1346,5578,931.36,936.90,5.54,1,1,1.00,1,5,3.44,
263,263,2,14,11123,5037,931.36,936.50,5.14,1,1,1.00,1,15,2.82,
264,264,11,41,5119,5578,931.36,941.00,9.64,1,1,1.00,1,0,5.03,
265,265,2,11,11123,5119,931.36,939.00,7.64,1,1,1.00,1,0,3.66,
266,266,1,21,5577,6253,931.36,945.30,13.94,1,1,1.00,1,15,6.23,
267,267,32,11,1285,5119,931.36,942.30,10.94,1,1,1.00,1,10,4.32,
268,268,7,11,11281,5119,931.36,938.70,7.34,1,1,1.00,1,10,3.53,
269,269,17,14,1289,5037,931.36,935.90,4.54,1,1,1.00,1,10,2.21,
270,270,2,17,11123,1289,931.37,933.60,2.23,1,1,1.00,1,10,1.02,
271,271,31,14,1314,5037,931.38,936.90,5.52,1,1,1.00,1,15,2.69,
272,272,34,21,1322,6253,931.38,938.80,7.42,1,1,1.00,1,15,4.10,
273,273,3,31,11159,1318,931.39,934.60,3.21,1,1,1.00,1,5,1.08,
274,274,19,39,1352,1404,931.39,935.90,4.51,1,1,1.00,1,5,1.85,
275,275,33,21,1351,6253,931.40,936.40,5.00,1,1,1.00,1,10,2.52,
276,276,37,21,1349,6253,931.40,936.90,5.50,1,1,1.00,1,15,2.50,
277,277,3,34,11159,1322,931.40,933.60,2.20,1,1,1.00,1,15,0.72,
278,278,17,40,1289,1296,931.41,936.10,4.69,1,1,1.00,1,0,2.10,
279,279,25,11,1354,5119,931.41,934.50,3.09,1,1,1.00,1,15,1.47,
280,280,1,31,5577,1314,931.41,935.90,4.49,1,1,1.00,1,10,1.72,
281,281,6,3,5238,11159,931.41,935.70,4.29,1,1,1.00,1,10,2.65,
282,282,41,15,5578,4899,931.42,936.60,5.18,1,1,1.00,1,5,2.33,
283,283,1,28,5577,1359,931.42,942.70,11.28,1,1,1.00,1,15,4.50,
284,284,5,36,11282,1299,931.42,944.20,12.78,1,1,1.00,1,5,5.54,
285,285,17,20,1289,1356,931.43,940.40,8.97,1,1,1.00,1,15,4.36,
286,286,16,11,11827,5119,931.43,939.20,7.77,1,1,1.00,1,0,3.79,
287,287,3,11,11159,5119,931.43,937.00,5.57,1,1,1.00,1,0,2.34,
288,288,5,8,11282,10847,931.43,935.80,4.37,1,1,1.00,1,10,2.31,
289,289,11,34,5119,1322,931.44,935.60,4.16,1,1,1.00,1,15,2.06,
290,290,34,11,1322,5119,931.45,935.80,4.35,1,1,1.00,1,0,1.87,
291,291,19,9,1352,5356,931.46,936.20,4.74,1,1,1.00,1,15,2.27,
292,292,6,31,5238,1318,931.49,936.70,5.21,1,1,1.00,1,15,2.85,
293,293,3,21,11159,6253,931.50,939.00,7.50,1,1,1.00,1,0,3.88,
294,294,21,24,6253,1325,931.53,937.80,6.27,1,1,1.00,1,10,2.53,
295,295,9,41,5356,5578,931.53,944.30,12.77,1,1,1.00,1,15,5.80,
296,296,26,21,1323,6253,931.53,938.70,7.17,1,1,1.00,1,5,3.48,
297,297,5,14,11282,5037,931.54,944.90,13.36,1,1,1.00,1,10,6.08,
298,298,15,22,4899,3689,931.57,940.00,8.43,1,1,1.00,1,0,3.62,
299,299,17,25,1289,1354,931.57,938.10,6.53,1,1,1.00,1,15,2.78,
300,300,32,1,1285,5577,931.57,933.30,1.73,1,1,1.00,1,0,0.93,
301,301,35,6,1290,5238,931.58,941.20,9.62,1,1,1.00,1,10,4.76,
302,302,37,23,1349,1361,931.59,937.50,5.91,1,1,1.00,1,0,2.41,
303,303,19,18,1352,1286,931.60,941.70,10.10,1,1,1.00,1,15,4.69,
304,304,32,15,1285,4899,931.60,937.00,5.40,1,1,1.00,1,15,2.64,
305,305,19,41,1352,5578,931.60,939.50,7.90,1,1,1.00,1,15,4.55,
306,306,14,24,5037,1325,931.60,937.50,5.90,1,1,1.00,1,10,2.65,
307,307,12,9,11151,5356,931.61,938.20,6.59,1,1,1.00,1,5,2.95,
308,308,14,24,5037,1325,931.61,937.60,5.99,1,1,1.00,1,5,2.65,
309,309,3,28,11159,1359,931.62,940.60,8.98,1,1,1.00,1,5,3.63,
310,310,35,13,1290,5034,931.63,936.60,4.97,1,1,1.00,1,15,2.18,
311,311,5,19,11282,1352,931.63,933.60,1.97,1,1,1.00,1,10,0.92,
312,312,35,14,1290,5037,931.64,936.80,5.16,1,1,1.00,1,0,2.22,
313,313,3,34,11159,1322,931.65,933.50,1.85,1,1,1.00,1,0,0.59,
314,314,12,11,11151,5119,931.65,935.90,4.25,1,1,1.00,1,0,1.75,
315,315,11,16,5119,11827,931.65,939.20,7.55,1,1,1.00,1,10,3.79,
316,316,8,24,10847,1325,931.65,936.20,4.55,1,1,1.00,1,5,2.08,
317,317,34,17,1319,1289,931.66,933.70,2.04,1,1,1.00,1,0,0.71,
318,318,14,7,5037,11281,931.68,943.40,11.72,1,1,1.00,1,10,5.76,
319,319,17,20,1289,1356,931.69,941.30,9.61,1,1,1.00,1,0,4.36,
